snp,p_emp,mean_abs_shap,stdev_abs_shap,mean_shap
SNP12800,0.6254237288135593,1.432286902248355e-05,6.993426153170174e-06,-1.6370904631912708e-13
SNP14703,0.6254237288135593,1.3747267894359539e-05,6.522245522754018e-06,2.0008883439004421e-13
SNP2561,0.6254237288135593,1.0791476436982825e-05,6.294966765057473e-06,7.579122514774402e-14
SNP2552,0.6254237288135593,1.2231978962518042e-05,5.993695100632335e-06,-5.456968210637569e-14
SNP3884,0.6254237288135593,9.466223136769259e-06,4.177005374753561e-06,3.031649005909761e-15
SNP10180,0.6254237288135593,9.715810092529864e-06,6.904609458206939e-06,1.6067739731321732e-13
SNP13508,0.6254237288135593,1.4300077625838033e-05,1.423553404138711e-05,1.4646654259801532e-13
SNP14431,0.6254237288135593,1.3854913328638455e-05,6.880458424546282e-06,-1.2126596023639043e-13
SNP10695,0.6254237288135593,1.2144190623075702e-05,5.886030678015206e-06,-2.3040532444914184e-13
SNP8656,0.6254237288135593,1.429379155524657e-05,5.063141358307203e-06,6.669627813001474e-14
SNP10395,0.6254237288135593,1.3669100308106863e-05,9.259035820471112e-06,-3.7289282772690056e-13
SNP14621,0.6254237288135593,1.3610883000486258e-05,6.8660907738488554e-06,3.54702933691442e-13
SNP8739,0.6254237288135593,1.5726572789086884e-05,6.8794662869284335e-06,-3.6986117872099083e-13
SNP6176,0.6254237288135593,8.755973094594083e-06,6.405261102331186e-06,-1.3036090725411972e-13
SNP13600,0.6254237288135593,1.0454862261516003e-05,5.71521718168976e-06,1.7280399333685637e-13
SNP10716,0.6254237288135593,1.2344130573183065e-05,6.107391014996356e-06,-9.094947017729283e-14
SNP12755,0.6254237288135593,1.2391859745548573e-05,5.039961991169645e-06,-1.3339255626002948e-13
SNP3339,0.6254237288135593,9.360478555511994e-06,5.621985329217872e-06,3.880510727564494e-13
SNP10857,0.6254237288135593,5.485899214363598e-06,4.746266204206153e-06,7.427540064478914e-14
SNP1476,0.6271186440677966,1.5773663981235587e-05,7.910816738659414e-06,2.4253192047278086e-13
SNP9231,0.6271186440677966,1.4250118989972786e-05,5.893852702376193e-06,-2.8497500655551753e-13
SNP3585,0.6271186440677966,1.3587632815870166e-05,1.1566322694422128e-05,-1.8644641386345028e-13
SNP9096,0.6271186440677966,1.4712038646393922e-05,6.859379253621178e-06,-1.4551915228366852e-13
SNP2946,0.6271186440677966,1.3753550786835452e-05,5.599363506865499e-06,-8.48861721654733e-14
SNP12681,0.6271186440677966,1.2855287544274081e-05,6.118470665219732e-06,-1.4551915228366852e-13
SNP14423,0.6271186440677966,4.325820088221614e-06,6.060955247921846e-06,-6.669627813001474e-14
SNP1067,0.6271186440677966,1.3531397512451803e-05,1.026745337485408e-05,2.895224800643822e-13
SNP12782,0.6271186440677966,9.2197114766653e-06,6.255281106721968e-06,2.9103830456733704e-13
SNP7266,0.6271186440677966,1.2062030406620277e-05,5.418467049084034e-06,-2.243420264373223e-13
SNP6976,0.6271186440677966,1.281668453278447e-05,9.087142089652635e-06,-4.0624096679190794e-13
SNP4441,0.6271186440677966,1.5104975063877646e-05,7.730781505903748e-06,-2.4253192047278086e-13
SNP3810,0.6271186440677966,8.790302745182999e-06,5.677748595695034e-06,1.5764574830730757e-13
SNP4419,0.6271186440677966,1.4462629945531565e-05,5.693878072628618e-06,-2.4859521848460037e-13
SNP2234,0.6271186440677966,1.5303289558990703e-05,6.31586844460366e-06,-1.3339255626002948e-13
SNP6210,0.6271186440677966,4.819532421909874e-06,6.699017120209996e-06,1.621932218161722e-13
SNP14555,0.6271186440677966,8.994739816140889e-06,4.17418410749876e-06,2.091837814077735e-13
SNP2222,0.6271186440677966,7.097351811656457e-06,4.372686925345206e-06,5.153803310046593e-14
SNP2009,0.6271186440677966,1.107617466307905e-05,8.384088697130442e-06,-1.8796223836640517e-13
SNP14794,0.6271186440677966,9.913509071945251e-06,6.272933705681124e-06,2.2737367544323206e-13
SNP7990,0.6271186440677966,1.4534540526559188e-05,8.622122443887782e-06,-3.3348139065007366e-13
SNP5998,0.6271186440677966,1.43033033903824e-05,7.463133499466562e-06,-3.4560798667371273e-13
SNP5313,0.6271186440677966,1.6584242002863904e-05,9.392235397886279e-06,-3.637978807091713e-14
SNP1960,0.6271186440677966,1.4243203559090034e-05,8.651408553498174e-06,-1.8493058936049541e-13
SNP1984,0.6271186440677966,1.4366774818578657e-05,8.713247906061503e-06,-3.031649005909761e-14
SNP9206,0.6271186440677966,1.539206921127819e-05,8.970032124023679e-06,2.4859521848460037e-13
SNP4205,0.6271186440677966,1.409508860281979e-05,5.591224271057367e-06,-7.275957614183426e-14
SNP10469,0.6271186440677966,6.10885111806662e-06,6.067891772935925e-06,-5.760133111228546e-14
SNP9197,0.6271186440677966,1.2525223537522834e-05,5.663924993714959e-06,-3.637978807091713e-14
SNP6531,0.6271186440677966,1.6003592227207262e-05,7.646466635031198e-06,1.7583564234276612e-13
SNP1117,0.6271186440677966,1.3547506775163735e-05,6.457346101422271e-06,2.6678511252005895e-13
SNP9822,0.6271186440677966,1.6305664970180564e-05,7.783787666783167e-06,-6.669627813001474e-14
SNP1134,0.6271186440677966,1.4880169167857578e-05,8.61233255832296e-06,6.366462912410498e-14
SNP14182,0.6271186440677966,1.460935596848382e-05,1.003409289614861e-05,5.19927804513524e-13
SNP12738,0.6271186440677966,1.2987538812012644e-05,6.116784714709e-06,-5.456968210637569e-14
SNP10815,0.6271186440677966,9.88427654192492e-06,7.41312031993582e-06,-1.1823431123048067e-13
SNP5633,0.6271186440677966,1.59684842886539e-05,8.94359309940107e-06,3.3348139065007366e-13
SNP3550,0.6288135593220339,1.3517790560702755e-05,6.98320970659242e-06,1.9099388737231492e-13
SNP10327,0.6288135593220339,7.816388348752905e-06,7.848880028516525e-06,-1.0610771520684163e-13
SNP11042,0.6288135593220339,1.3326077275147933e-05,8.590236795920993e-06,1.1217101321866115e-13
SNP9924,0.6288135593220339,6.988253135205014e-06,6.846911252693828e-06,-2.243420264373223e-13
SNP13353,0.6288135593220339,1.2100742057252015e-05,9.443476865454387e-06,-1.4248750327775877e-13
SNP807,0.6288135593220339,4.251607855015512e-06,4.987791567341756e-06,-4.244308608273665e-14
SNP3516,0.6288135593220339,1.463175228612575e-05,5.0709851763884364e-06,-2.4253192047278088e-14
SNP3050,0.6288135593220339,1.6332970208168263e-05,7.149002425660781e-06,-1.8796223836640517e-13
SNP6723,0.6288135593220339,3.935445553603737e-06,5.021695983940339e-06,3.637978807091713e-14
SNP7695,0.6288135593220339,1.3061093213764252e-05,6.3673268844264655e-06,-1.2732925824820997e-13
SNP1957,0.6288135593220339,1.1528673091258194e-05,5.790957732358325e-06,3.031649005909761e-15
SNP11573,0.6288135593220339,1.1928027076161622e-05,4.059885957102755e-06,6.063298011819522e-14
SNP328,0.6288135593220339,1.3268676757434151e-05,8.60554964699087e-06,-2.4859521848460037e-13
SNP1069,0.6288135593220339,1.4223240656671502e-05,8.19269744062884e-06,1.6370904631912708e-13
SNP1262,0.6288135593220339,1.2648061043970908e-05,5.7407209619598426e-06,-2.5465851649641993e-13
SNP4413,0.6288135593220339,1.2398054956671936e-05,1.0969328993742027e-05,1.2126596023639044e-14
SNP5065,0.6288135593220339,6.148355573714071e-06,6.153745556826535e-06,-1.0459189070388675e-13
SNP1711,0.6288135593220339,1.635722233913839e-05,8.080879088701443e-06,-3.880510727564494e-13
SNP11421,0.6288135593220339,1.376735537633067e-05,7.074142362302351e-06,5.820766091346741e-13
SNP5077,0.6288135593220339,5.8463460300117735e-06,5.06248619989706e-06,1.2126596023639044e-14
SNP1152,0.6288135593220339,1.4632453603553586e-05,5.9703225268054945e-06,2.4253192047278088e-14
SNP9040,0.6288135593220339,8.26472455325226e-06,9.034853224708885e-06,-1.4551915228366852e-13
SNP7221,0.6288135593220339,1.4615500655660677e-05,8.930254019444438e-06,-2.5162686749051015e-13
SNP5102,0.6288135593220339,1.3003563328008265e-05,8.88630159904205e-06,8.337034766251842e-14
SNP5784,0.6288135593220339,1.221718729842299e-05,8.29252413881934e-06,1.3339255626002948e-13
SNP3643,0.6288135593220339,1.0469062165914996e-05,7.500974593949475e-06,8.791782117138306e-14
SNP8472,0.6288135593220339,1.634193613729925e-05,1.5420614309426104e-05,6.518045362705986e-13
SNP14223,0.6288135593220339,1.512237684437423e-05,6.014830516563259e-06,-1.8189894035458565e-14
SNP14348,0.6288135593220339,6.005332785813759e-06,8.399444577003822e-06,9.701276818911235e-14
SNP5595,0.6288135593220339,6.371720749787831e-06,4.5420181659564014e-06,-1.0913936421275138e-13
SNP6321,0.6288135593220339,1.3710583514997173e-05,1.0746387750204061e-05,-2.895224800643822e-13
SNP13204,0.6288135593220339,1.650862735308086e-05,7.264623309530334e-06,4.8506384094556176e-14
SNP5146,0.6288135593220339,6.259734783877017e-06,5.458214853096771e-06,1.5309827479844292e-13
SNP10799,0.6288135593220339,9.222727797653836e-06,6.928858465601846e-06,-9.701276818911235e-14
SNP10644,0.6305084745762712,7.697320658432242e-06,9.399390048864373e-06,-7.882287415365378e-14
SNP3395,0.6305084745762712,1.2649356704059755e-05,8.684796791151969e-06,-3.6986117872099083e-13
SNP566,0.6305084745762712,1.3198823926359183e-05,1.0514544886764738e-05,2.4859521848460037e-13
SNP3389,0.6305084745762712,5.206149639889191e-06,8.550905379713175e-06,2.773958840407431e-13
SNP6299,0.6305084745762712,1.4932420087158487e-05,7.677390880044543e-06,5.153803310046593e-14
SNP2067,0.6305084745762712,1.3608012113763835e-05,1.0867083955845078e-05,1.2429760924230019e-13
SNP903,0.6305084745762712,1.2678634132801866e-05,9.367673193143857e-06,-6.305829932292303e-13
SNP10611,0.6305084745762712,1.410324302923982e-05,7.640315781506392e-06,2.1221543041368326e-13
SNP11107,0.6305084745762712,1.3436450753943063e-05,5.635898565459735e-06,2.0615213240186372e-13
SNP12108,0.6305084745762712,1.220890917466022e-05,5.209166212746799e-06,6.063298011819522e-14
SNP12900,0.6305084745762712,1.727084022301521e-05,8.326145632598504e-06,-4.3049415883918603e-13
SNP11372,0.6305084745762712,1.0632011135385255e-05,4.8855803995234604e-06,7.579122514774402e-14
SNP13763,0.6305084745762712,1.51895151551192e-05,6.657410716120005e-06,1.2126596023639044e-14
SNP2502,0.6305084745762712,1.2527381992792167e-05,7.583294165064829e-06,-1.8796223836640517e-13
SNP10668,0.6305084745762712,4.619867906209644e-06,5.214311366920392e-06,7.124375163887938e-14
SNP4490,0.6305084745762712,1.2948162241931035e-05,1.2370115483513494e-05,-3.941143707682689e-14
SNP8690,0.6305084745762712,1.237800230380041e-05,1.0688537104449451e-05,-1.1671848672752578e-13
SNP7891,0.6305084745762712,1.4660800910254087e-05,6.380392302899796e-06,1.3945585427184899e-13
SNP2745,0.6305084745762712,1.4369369852526385e-05,7.2148549420017385e-06,1.5158245029548804e-14
SNP11199,0.6305084745762712,1.2369332792066719e-05,1.1627529869309244e-05,-2.1278386460229133e-13
SNP7284,0.6305084745762712,1.27209610339681e-05,6.200875487068627e-06,1.5764574830730757e-13
SNP13729,0.6305084745762712,4.176013596103682e-06,5.376729147028114e-06,6.063298011819522e-14
SNP7143,0.6305084745762712,1.3382590089652998e-05,1.0427918007846203e-05,-3.880510727564494e-13
SNP91,0.6305084745762712,1.3896957625547657e-05,9.407118839581887e-06,-1.0307606620093186e-13
SNP11952,0.6305084745762712,1.4375878584663345e-05,7.637748746762045e-06,1.1823431123048067e-13
SNP10015,0.6305084745762712,7.130294334274368e-06,6.241635269660992e-06,1.3642420526593923e-13
SNP2778,0.6305084745762712,1.3707536119606326e-05,1.302904931625914e-05,-7.579122514774402e-15
SNP11711,0.6305084745762712,1.0105520926420771e-05,4.30549282866734e-06,2.8194335754960775e-13
SNP5718,0.6305084745762712,1.0534175128971886e-05,8.317150136415392e-06,-2.8194335754960775e-13
SNP4235,0.6305084745762712,1.5309644149965608e-05,1.0553335431870328e-05,2.4253192047278088e-14
SNP1509,0.6305084745762712,1.2611273323273054e-05,5.674859240522468e-06,7.882287415365378e-14
SNP12281,0.6305084745762712,1.4997418265920714e-05,1.1657563687000233e-05,8.185452315956354e-14
SNP5045,0.6305084745762712,1.2704396346331729e-05,3.5717004330614567e-06,9.701276818911235e-14
SNP6384,0.6322033898305085,1.2573235802240863e-05,8.9996319315255e-06,2.6981676152596873e-13
SNP5877,0.6322033898305085,1.3746843330106154e-05,5.7949610180639944e-06,-2.6072181450823944e-13
SNP284,0.6322033898305085,7.308067511075933e-06,5.504009081810298e-06,-1.9705718538413446e-14
SNP1431,0.6322033898305085,1.4786332279375832e-05,7.545028855171496e-06,-4.18367562815547e-13
SNP12668,0.6322033898305085,6.81245315263368e-06,1.0553517090631371e-05,-1.8341476485754052e-13
SNP4195,0.6322033898305085,1.4020516579572964e-05,5.609816522164656e-06,1.8796223836640517e-13
SNP8414,0.6322033898305085,1.4626547751201239e-05,7.264367152248527e-06,-2.1221543041368326e-13
SNP14038,0.6322033898305085,1.4243244713725289e-05,6.109128555223659e-06,-6.669627813001474e-14
SNP4312,0.6322033898305085,8.741043005405421e-06,7.0184830528943005e-06,7.579122514774402e-14
SNP8370,0.6322033898305085,1.4565660828035713e-05,6.773628673023319e-06,-1.7583564234276612e-13
SNP3320,0.6322033898305085,1.4205867397928766e-05,6.256463529657371e-06,1.2126596023639044e-14
SNP1474,0.6322033898305085,1.1199947345327624e-05,5.541994856869049e-06,3.1832314562052486e-13
SNP2822,0.6322033898305085,1.2301202144347674e-05,5.314679649319096e-06,-5.456968210637569e-14
SNP6007,0.6322033898305085,1.707650567671711e-05,6.824855913842739e-06,7.882287415365378e-14
SNP7689,0.6322033898305085,1.1360026425487983e-05,5.171327280840739e-06,1.3339255626002948e-13
SNP13916,0.6322033898305085,1.619248007045826e-05,7.459403533403973e-06,-8.48861721654733e-14
SNP9494,0.6322033898305085,1.2173881018118967e-05,1.2289374635511223e-05,2.5390060424494246e-14
SNP13751,0.6322033898305085,1.381009960046716e-05,1.408378369567056e-05,-1.9232023381240045e-13
SNP1557,0.6322033898305085,1.582728836486543e-05,6.549016115970037e-06,1.8796223836640517e-13
SNP7930,0.6322033898305085,1.2268419244113223e-05,8.55519153807131e-06,1.940255363782247e-13
SNP11381,0.6322033898305085,1.2362585663746966e-05,7.118917725565383e-06,6.669627813001474e-14
SNP14100,0.6322033898305085,1.4840586585099421e-05,8.970847265647197e-06,-4.790005429337422e-13
SNP11939,0.6322033898305085,1.4051084575233593e-05,6.099646612790342e-06,3.031649005909761e-14
SNP14275,0.6322033898305085,1.3739737023570341e-05,5.889378405752218e-06,-3.3348139065007366e-13
SNP3070,0.6322033898305085,1.3725444902471888e-05,5.906260753905064e-06,-6.063298011819522e-14
SNP10402,0.6322033898305085,1.3749967541419513e-05,6.892688463628809e-06,-4.911271389573813e-13
SNP9260,0.6322033898305085,1.5158493166988288e-05,9.87834756545063e-06,-2.7284841053187846e-14
SNP9866,0.6322033898305085,1.252249543540529e-05,1.0610760886473858e-05,-1.6370904631912708e-13
SNP9974,0.6322033898305085,1.5404035614968355e-05,6.453589335055223e-06,3.6986117872099083e-13
SNP4173,0.6322033898305085,1.2542737498127583e-05,6.506040264687722e-06,2.5769016550232966e-13
SNP12576,0.6322033898305085,1.333330122387603e-05,1.2747955325536443e-05,-9.473903143468002e-16
SNP2897,0.6322033898305085,1.5100008674077496e-05,8.339603991816918e-06,-5.366018740460276e-13
SNP12590,0.6322033898305085,1.3030503156793808e-05,8.693225545868736e-06,3.031649005909761e-15
SNP12298,0.6322033898305085,1.4196760724492682e-05,9.132823451163849e-06,0.0
SNP13170,0.6322033898305085,1.0887164380430174e-05,1.0959090653280345e-05,3.353761712787673e-14
SNP1679,0.6322033898305085,1.3970263668549401e-05,7.5149578541015515e-06,-3.637978807091713e-14
SNP7812,0.6322033898305085,1.5823512518788146e-05,6.817545808105014e-06,-1.0307606620093186e-13
SNP1945,0.6322033898305085,1.327360503031135e-05,6.422153919824288e-06,1.8189894035458565e-14
SNP2962,0.6322033898305085,1.5582178219422832e-05,1.3493187876454356e-05,2.864908310584724e-13
SNP8456,0.6338983050847458,1.4407884318643482e-05,6.802969610686459e-06,-1.7583564234276612e-13
SNP14299,0.6338983050847458,1.3807477065104953e-05,1.2756850301020303e-05,-1.8493058936049541e-13
SNP10949,0.6338983050847458,1.2400946886070112e-05,8.669659253793069e-06,3.789561257387201e-13
SNP7904,0.6338983050847458,1.4818180570728145e-05,6.602813950175918e-06,-4.608106488982837e-13
SNP12612,0.6338983050847458,1.2761895347163469e-05,1.002309404455558e-05,3.092281986027956e-13
SNP13119,0.6338983050847458,1.2947190680279163e-05,6.202237999838569e-06,-9.094947017729283e-14
SNP2300,0.6338983050847458,1.53615219915082e-05,1.0477045565875137e-05,-6.972792713592449e-14
SNP4735,0.6338983050847458,1.3850604967349985e-05,5.872004395668663e-06,-2.4253192047278088e-14
SNP3093,0.6338983050847458,1.516190299904944e-05,7.21100200423549e-06,2.4859521848460037e-13
SNP8871,0.6338983050847458,1.1927113109777566e-05,6.666937934667096e-06,8.185452315956354e-14
SNP11846,0.6338983050847458,1.5193529889074852e-05,9.787588177873885e-06,6.669627813001474e-14
SNP4794,0.6338983050847458,1.330627778941107e-05,1.3450519595976759e-05,1.650353927592126e-13
SNP12019,0.6338983050847458,1.3776045531509832e-05,8.245159073048717e-06,-1.1520266222457092e-13
SNP13473,0.6338983050847458,1.549709258445849e-05,7.268652278018102e-06,-2.4253192047278086e-13
SNP5898,0.6338983050847458,1.299991759879049e-05,6.7163476545718944e-06,1.2126596023639043e-13
SNP9112,0.6338983050847458,1.2190473183485059e-05,6.673761434179154e-06,1.697723443309466e-13
SNP6295,0.6338983050847458,7.294455672308686e-06,7.272513929149568e-06,-1.1823431123048067e-13
SNP350,0.6338983050847458,1.3000284446510099e-05,1.1625275549673835e-05,-1.1520266222457092e-13
SNP3077,0.6338983050847458,5.650069574585359e-06,5.655095500823594e-06,4.547473508864641e-15
SNP3368,0.6338983050847458,8.41164102894254e-06,5.506359750871672e-06,-1.8189894035458566e-13
SNP12178,0.6338983050847458,1.232183398011936e-05,7.87748910913076e-06,-3.1225984760870535e-13
SNP1402,0.6338983050847458,1.1551342155750415e-05,7.397185539212945e-06,4.5474735088646414e-14
SNP1145,0.6338983050847458,1.3859792701017188e-05,6.2376895181343164e-06,6.063298011819522e-15
SNP8145,0.6338983050847458,1.4073511665628758e-05,6.64551866554762e-06,-3.0316490059097606e-13
SNP9509,0.6338983050847458,1.313612853967546e-05,6.021250130363532e-06,-6.669627813001474e-14
SNP10758,0.6338983050847458,1.4489522191070137e-05,7.470554837762517e-06,-1.6067739731321732e-13
SNP6212,0.6338983050847458,8.299005191171697e-06,6.16274096929209e-06,-2.3040532444914184e-13
SNP9806,0.6338983050847458,7.603107869726955e-06,7.368402596898813e-06,1.5158245029548804e-14
SNP10079,0.6338983050847458,1.3588761256263145e-05,9.844316190060778e-06,-1.1671848672752578e-13
SNP3325,0.6338983050847458,1.2877996863001802e-05,5.079804943700181e-06,6.063298011819522e-14
SNP7675,0.6338983050847458,1.72195182373495e-05,6.674118367023364e-06,1.7583564234276612e-13
SNP854,0.6338983050847458,1.6272538847867205e-05,9.175882515824608e-06,-3.031649005909761e-15
SNP7676,0.6338983050847458,1.3222279640103808e-05,7.131135919787697e-06,1.1217101321866115e-13
SNP9281,0.6338983050847458,1.6100104245803475e-05,9.379209531561507e-06,1.8189894035458566e-13
SNP1147,0.6338983050847458,1.4603598920075456e-05,1.0504247398975654e-05,3.4560798667371273e-13
SNP13703,0.6338983050847458,1.489544033271765e-05,8.227682787397298e-06,-9.094947017729283e-14
SNP10974,0.635593220338983,1.3948968586798097e-05,9.575162859787595e-06,2.0312048339595397e-13
SNP10176,0.635593220338983,1.3051288918480472e-05,6.9707500161634276e-06,-6.366462912410498e-14
SNP4899,0.635593220338983,1.3393685773432177e-05,6.092472164223883e-06,7.882287415365378e-14
SNP447,0.635593220338983,1.1197102400425744e-05,6.589631154523715e-06,-1.0307606620093186e-13
SNP1992,0.635593220338983,1.3337852078620926e-05,9.910839323016438e-06,9.094947017729283e-15
SNP13691,0.635593220338983,1.1300669533132653e-05,9.390655491886225e-06,2.7284841053187846e-13
SNP11119,0.635593220338983,1.4565704280660914e-05,7.958007459223927e-06,2.3343697345505157e-13
SNP929,0.635593220338983,1.3598746390925953e-05,5.891755717345131e-06,6.063298011819522e-15
SNP7830,0.635593220338983,1.6136923565378918e-05,9.971830003193487e-06,-1.4855080128957828e-13
SNP6935,0.635593220338983,1.570731103735549e-05,8.050431382181028e-06,2.3646862246096135e-13
SNP12456,0.635593220338983,1.2102952712969757e-05,1.1552293558380335e-05,1.5612992380435268e-13
SNP10840,0.635593220338983,1.4924671249900712e-05,6.285459639917796e-06,9.094947017729283e-14
SNP5599,0.635593220338983,1.3778239843607783e-05,1.0317987322697189e-05,-8.337034766251842e-14
SNP13468,0.635593220338983,1.2123140750190942e-05,6.01164907887245e-06,-1.0307606620093186e-13
SNP8451,0.635593220338983,1.5045156839429789e-05,7.1030673664801e-06,-4.244308608273665e-14
SNP1349,0.635593220338983,6.63773624789125e-06,6.676738535654032e-06,2.4253192047278088e-14
SNP4104,0.635593220338983,5.689440745300089e-06,5.489648191348543e-06,-8.640199666842818e-14
SNP4096,0.635593220338983,1.0926671193374204e-05,6.838838262362418e-06,-9.398111918320258e-14
SNP10939,0.635593220338983,1.056253617813733e-05,4.703331570234874e-06,1.5764574830730757e-13
SNP11765,0.635593220338983,1.0148298976370521e-05,7.063582157288605e-06,-1.1520266222457092e-13
SNP6988,0.6372881355932203,1.3850123462664972e-05,6.675422007730012e-06,-2.7284841053187846e-13
SNP14461,0.6372881355932203,1.1614365327356306e-05,6.3753302462655715e-06,6.063298011819522e-15
SNP13537,0.6372881355932203,1.3161429184644172e-05,8.9202770699117e-06,-4.8506384094556176e-14
SNP8762,0.6372881355932203,1.352017136014183e-05,8.240641569803747e-06,6.063298011819522e-15
SNP14228,0.6372881355932203,1.2930667076034296e-05,1.037005737650307e-05,-2.379844469639162e-13
SNP2371,0.6372881355932203,1.2146501649112907e-05,6.188825354850123e-06,-2.4253192047278088e-14
SNP8009,0.6372881355932203,1.3894446008938152e-05,1.2428485553880621e-05,8.337034766251842e-14
SNP7563,0.6372881355932203,1.3970541428231323e-05,6.805616761789684e-06,-7.275957614183426e-14
SNP5632,0.6372881355932203,1.2106127090495041e-05,7.887330849098168e-06,-1.3642420526593923e-13
SNP9044,0.6372881355932203,7.148374534153845e-06,5.450450051464145e-06,0.0
SNP10543,0.6372881355932203,4.43493842491686e-06,6.871908579548724e-06,1.1520266222457092e-13
SNP10888,0.6372881355932203,1.1428845742405731e-05,1.0868530028039318e-05,2.7966962079517543e-13
SNP11138,0.6372881355932203,1.2094722837143006e-05,1.1119692334019334e-05,1.0231815394945443e-13
SNP9574,0.6372881355932203,1.1440267438350324e-05,6.574957531671094e-06,-2.1221543041368326e-13
SNP8624,0.6372881355932203,1.1726255042958655e-05,9.200496784377512e-06,-1.1217101321866115e-13
SNP1295,0.6372881355932203,4.058159793203231e-06,8.070095309645912e-06,1.3339255626002948e-13
SNP11761,0.6372881355932203,1.4390681123283381e-05,6.982316783605028e-06,9.701276818911235e-14
SNP5612,0.6372881355932203,1.4316536962724057e-05,7.276259400300055e-06,4.244308608273665e-14
SNP602,0.6372881355932203,9.039998794833081e-06,6.8043260885014266e-06,1.1823431123048067e-13
SNP1230,0.6372881355932203,1.0658869283967458e-05,5.44619020805885e-06,6.972792713592449e-14
SNP4345,0.6372881355932203,9.630132235542987e-06,5.522122073114823e-06,-5.153803310046593e-14
SNP12127,0.6372881355932203,1.3267488133881974e-05,1.3033033272463286e-05,4.130621770552049e-14
SNP5906,0.6372881355932203,1.1732460637479865e-05,5.478708215410757e-06,-2.4253192047278088e-14
SNP14112,0.6372881355932203,1.2960282880764377e-05,1.0131353901929013e-05,-7.882287415365378e-14
SNP6857,0.6372881355932203,1.380813812223399e-05,1.0067409859696167e-05,1.0004441719502211e-13
SNP11901,0.6372881355932203,8.61696699151556e-06,5.698734858913298e-06,-3.334813906500737e-14
SNP7905,0.6372881355932203,1.190781103067214e-05,1.1115799557223245e-05,-6.934897101018578e-14
SNP3763,0.6372881355932203,1.2886338248184378e-05,9.493182935753262e-06,-2.1221543041368327e-14
SNP5694,0.6372881355932203,8.997228945493893e-06,6.058608578516727e-06,-2.091837814077735e-13
SNP13594,0.6372881355932203,6.951713591358081e-06,8.53147889328263e-06,-2.1221543041368326e-13
SNP13349,0.6372881355932203,1.3672340088911975e-05,6.005882252231669e-06,4.8506384094556176e-14
SNP4683,0.6372881355932203,9.17099797334231e-06,4.587275598627557e-06,-6.972792713592449e-14
SNP7366,0.6372881355932203,1.4311811285854977e-05,8.099040499580184e-06,-4.69905595916013e-13
SNP2976,0.6372881355932203,1.5240776647260646e-05,7.425572920013205e-06,-3.2135479462643464e-13
SNP2886,0.6372881355932203,7.4153897245802605e-06,5.209308813601208e-06,-4.8506384094556176e-14
SNP9367,0.6372881355932203,1.2759344984563844e-05,4.96279309532091e-06,1.4551915228366852e-13
SNP181,0.6372881355932203,7.024385449767579e-06,9.419812677699211e-06,6.063298011819522e-14
SNP4629,0.6389830508474577,1.4466205260153704e-05,9.718444633710194e-06,-1.2126596023639044e-14
SNP13835,0.6389830508474577,1.1991605294194112e-05,1.1284986089522873e-05,1.5158245029548804e-14
SNP6181,0.6389830508474577,1.262935709746671e-05,8.258814973102424e-06,2.6072181450823944e-13
SNP11619,0.6389830508474577,1.3857734459937395e-05,6.100675503484523e-06,-1.3339255626002948e-13
SNP6057,0.6389830508474577,1.316259706679072e-05,9.418505027839049e-06,-3.031649005909761e-14
SNP5502,0.6389830508474577,1.2375463981394811e-05,5.291886482441572e-06,-1.2126596023639043e-13
SNP9381,0.6389830508474577,1.4681340405028701e-05,7.865492207010217e-06,6.063298011819522e-15
SNP1303,0.6389830508474577,1.4126353001605214e-05,9.890769072986808e-06,-3.3651303965598344e-13
SNP1242,0.6389830508474577,1.4815649071048634e-05,6.8211232006371976e-06,7.275957614183426e-14
SNP8973,0.6389830508474577,1.1501972597519246e-05,8.096566314533232e-06,7.275957614183426e-14
SNP5284,0.6389830508474577,1.36733910858311e-05,8.54192756111031e-06,3.0013325158506633e-13
SNP10501,0.6389830508474577,1.3303985694316604e-05,5.8609294800899315e-06,1.2732925824820997e-13
SNP5433,0.6389830508474577,9.914579529019344e-06,4.398879179629805e-06,-2.1221543041368327e-14
SNP3836,0.6389830508474577,1.3077116024457307e-05,4.507102571984004e-06,3.031649005909761e-14
SNP1265,0.6389830508474577,1.5240729693080842e-05,6.608124793907862e-06,-1.2732925824820997e-13
SNP3247,0.6389830508474577,1.412644237158626e-05,9.589167293596318e-06,4.244308608273665e-14
SNP8459,0.6389830508474577,1.1587312119445414e-05,1.0871463327742006e-05,3.9714601977417865e-13
SNP11983,0.6389830508474577,6.32143713877061e-06,4.757329720380816e-06,1.1065518871570627e-13
SNP9602,0.6389830508474577,4.736673948476285e-06,6.048652526456518e-06,-2.1524707941959301e-13
SNP4719,0.6389830508474577,1.4205793074021736e-05,6.741494655097121e-06,-3.0316490059097606e-13
SNP12753,0.6389830508474577,5.398049484028888e-06,6.0709784021899e-06,3.4863963567962246e-14
SNP14084,0.6389830508474577,8.356108555744867e-06,8.131107492602646e-06,-1.2126596023639044e-14
SNP4085,0.6389830508474577,1.4033820856032737e-05,6.00751413076717e-06,-3.1529149661461513e-13
SNP4214,0.6389830508474577,1.325809189438587e-05,1.3506063224202092e-05,6.063298011819522e-14
SNP2069,0.6389830508474577,1.1802901725559423e-05,1.0403207897818139e-05,1.5347723092418165e-13
